id,description,address,phone,schedule,thumbnails,thumb,lat,lon,hints,cat,barrierfree_1,barrierfree_2,barrierfree_3,barrierfree_4,barrierfree_5,barrierfree_6,barrierfree_7,barrierfree_8,barrierfree_9,barrierfree_10,barrierfree_11,barrierfree_12,barrierfree_13,barrierfree_14,barrierfree_15,barrierfree_16,경사,경사_scale,승강기,화장실,주차장,테이블,total,접근성,title
1322,"- 2022.9. 조사된 접근성 정보입니다.
- 이후 접근성 정보가 변경되었을 수 있으니, 방문 전 로긴호텔에 문의 바랍니다.
- 장애인 객실 있습니다. 
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 서해안로 442-9 오슬로관광호텔,064-723-3333,체크인 15:00  체크아웃 11:00,https://easyjeju.net/data/cheditor4/2303/20230309092215_pthumsvv.jpg,https://easyjeju.net/data/cheditor4/2303/20230309092215_pthumsvv.jpg,33.5173957,126.4880231,"도움필요 (하),단차 (하),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,점자블록",accommodation,도움필요 (하),단차 (하),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,점자블록,,,,,,,2,0.666667,1,1,1,1,4.666667,상,로긴호텔
1321,"- 2022.7.15. 조사된 접근성 정보입니다.
- 이후 접근성 정보가 변경되었을 수 있으니, 방문 전 퓨어스테이호텔에 문의 바랍니다.
- 장애인 객실 있습니다. 
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 신대로 68 현대호텔,0507-1349-2714,체크인 : 15:00  체크아웃 : 11:00,https://easyjeju.net/data/cheditor4/2303/20230308131719_xwrushbc.jpg,https://easyjeju.net/data/cheditor4/2303/20230308131719_xwrushbc.jpg,33.49137151,126.4963653,"단독접근가능,주차장,장애인 전용 주차구역,장애인 화장실,승강기,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,장애인 화장실,승강기,장애인 객실,,,,,,,,,,,3,1,1,1,1,1,5,상,퓨어스테이호텔
1320,"- 2022.7.22. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니 호텔화인제주에 문의 후 방문 바랍니다.
- 장애인 객실 있습니다. 
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 서귀포시 칠십리로 87,064-763-9540,체크인 : 15:00 체크아웃 : 11:00,https://easyjeju.net/data/cheditor4/2303/20230315093718_omfggftl.jpg,https://easyjeju.net/data/cheditor4/2303/20230315093718_omfggftl.jpg,33.24050369,126.5650326,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,,,,,,,,,3,1,1,1,1,1,5,상,호텔화인 제주
1319,"- 2022.7.22. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니 롯데호텔제주에 문의 후 방문 바랍니다.
- 장애인 객실 있습니다. 
-자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 서귀포시 중문관광로72번길 35 호텔롯데제주,064-731-1000,"체크인 14:00 체크아웃 11:00 
(7~8월 체크인 15:00)",https://easyjeju.net/data/cheditor4/2303/20230308175238_zekegqev.jpg,https://easyjeju.net/data/cheditor4/2303/20230308175238_zekegqev.jpg,33.24859961,126.4103301,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,,,,,,,,,3,1,1,1,1,1,5,상,롯데호텔제주
1318,"- 2022. 07. 19. 조사된 접근성 정보입니다.
- 접근성 정보가 변경되었을 수가 있으니 방문 전 호텔캘리포니아에 문의 후 방문 바랍니다.
- 장애인 전용 주차구역 없습니다.  
- 장애인 객실이 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 서귀포시 김정문화로27번길 14-4 호텔캘리포니아,064-738-9901,체크인 16:00 체크아웃 11:00,https://easyjeju.net/data/cheditor4/2303/20230315095924_pghdbwft.jpg,https://easyjeju.net/data/cheditor4/2303/20230315095924_pghdbwft.jpg,33.2529447,126.5081106,"단독접근가능,주차장,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실",accommodation,단독접근가능,주차장,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,,,,,,,,,,3,1,1,1,0,0,3,중,호텔캘리포니아
1317,"- 2022.7.21. 조사된 접근성 정보입니다.
- 이후 접근성 정보가 변경되었을 수 있으니, 방문 전 블랙샌즈호텔에 문의 바랍니다.
- 장애인 객실 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 선사로 8 블랙샌즈호텔,064-740-0888,체크인 15:00  체크아웃 11:00,https://easyjeju.net/data/cheditor4/2303/20230321131758_ehxbpokk.jpg,https://easyjeju.net/data/cheditor4/2303/20230321131758_ehxbpokk.jpg,33.52194381,126.5873134,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,,,,,,,,,3,1,1,1,1,1,5,상,블랙샌즈호텔
1316,"- 2022. 08. 1. 조사된 접근성 정보입니다.
- 접근성 정보가 변경되었을 수 있으니, 방문 전 스탠포드호텔앤리조트에 문의 후 방문 바랍니다.
- 장애인 객실 있습니다.
- 식당, 세미나실 접근 불가합니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 애월읍 애월해안로 406 루스톤빌라앤호텔,064-799-6020,체크인 15:00 체크아웃 11:00,https://easyjeju.net/data/cheditor4/2303/20230323094542_audtfugf.jpg,https://easyjeju.net/data/cheditor4/2303/20230323094542_audtfugf.jpg,33.4713621,126.3525769,"도움필요 (상),단차 (상),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,장애인 객실,보장구 대여,유아차 대여",accommodation,도움필요 (상),단차 (상),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,장애인 객실,보장구 대여,유아차 대여,,,,,,,,0,0,0,1,1,1,3,중,스탠포드호텔앤리조트 제주
1315,"- 2022. 04. 18. 조사된 접근성 정보입니다.
- 이후 접근성 정보가 변경되었을 수 있으니, 방문 전 아이진호텔에 문의 바랍니다.
- 장애인 객실 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 신대로22길 4 아이진호텔,064-745-0700,체크인 15:00  체크아웃 12:00,"https://easyjeju.net/data/cheditor4/2303/20230321114453_fpqflguk.jpg,https://easyjeju.net/data/cheditor4/2303/20230321114511_wyzwmdez.jpg",https://easyjeju.net/data/cheditor4/2303/20230321114453_fpqflguk.jpg,33.48244945,126.4948178,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,장애인 객실,,,,,,,,,,3,1,1,1,1,1,5,상,아이진호텔
1314,"- 2022. 07. 07. 조사된 접근성 정보입니다.
- 접근성 정보가 변경되었을 수 있으니 방문 전 애월비치호텔에 문의 후 방문 바랍니다.
- 장애인 객실이 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 애월읍 애월해안로 554-10,064-799-3544,체크인 15:00  체크아웃 11:00,https://easyjeju.net/data/cheditor4/2303/20230315100840_xkmqixyi.jpg,https://easyjeju.net/data/cheditor4/2303/20230315100840_xkmqixyi.jpg,33.4772737,126.3628237,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,,,,,,,,,3,1,1,1,1,1,5,상,애월비치호텔
1313,"- 2022. 06. 12. 조사된 접근성 정보입니다.
- 이후 접근성 정보가 변경되었을 수가 있으니, 방문 전 제주로얄호텔에 문의 바랍니다.
- 장애인 객실 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 신대로12길 45 제주로얄호텔,064-743-2222,체크인 15:00  체크아웃 12:00,https://easyjeju.net/data/cheditor4/2303/20230315101643_luflysfb.jpg,https://easyjeju.net/data/cheditor4/2303/20230315101643_luflysfb.jpg,33.48852929,126.4916952,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,장애인 객실,,,,,,,,,,,3,1,0,1,1,1,4,상,제주로얄호텔
1312,"- 2022.7.22. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니 제주부영호탤앤리조트에 문의 후 방문 바랍니다.
- 장애인 객실 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 서귀포시 중문관광로 222 부영호텔,064-731-5500,체크인 15:00 체크아웃 12:00,"https://easyjeju.net/data/cheditor4/2306/20230608131043_edziqnvq.jpg,https://easyjeju.net/data/cheditor4/2306/20230608131039_ytfbgsrr.jpg",https://easyjeju.net/data/cheditor4/2306/20230608131043_edziqnvq.jpg,33.24255059,126.4232051,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,,,,,,,,,3,1,1,1,1,1,5,상,제주부영리조트
1311,"- 2022. 07. 11. 조사된 접근성 정보입니다.
- 이후 접근성 정보가 변경되었을 수 있으니, 방문 전 제주인호텔에 문의 바랍니다.
- 장애인 객실 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 신산마을길 20 제주인관광호텔,064-741-1100,체크인 15:00  체크아웃 11:00,https://easyjeju.net/data/cheditor4/2303/20230315102950_hbuaivdl.jpg,https://easyjeju.net/data/cheditor4/2303/20230315102950_hbuaivdl.jpg,33.49183147,126.4456884,"도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실",accommodation,도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,,,,,,,,2,0.666667,1,1,1,1,4.666667,상,제주인호텔
1310,"- 2022. 06. 12. 조사된 접근성 정보입니다.
- 이후 접근성 정보가 변경되었을 수 있으니, 방문 전 케이관광호텔에 문의 바랍니다.
- 장애인 전용 주차구역이 없습니다. 
- 장애인 객실 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 연동3길 10 K.E관광호텔,064-743-2123,케이관광호텔에 문의 바랍니다.,https://easyjeju.net/data/cheditor4/2303/20230317112418_lfbpbarf.jpg,https://easyjeju.net/data/cheditor4/2303/20230317112418_lfbpbarf.jpg,33.48904672,126.4879098,"단독접근가능,주차장,매표소 접근 가능,장애인 화장실,승강기,장애인 객실",accommodation,단독접근가능,주차장,매표소 접근 가능,장애인 화장실,승강기,장애인 객실,,,,,,,,,,,3,1,1,1,0,0,3,중,케이관광호텔
1309,"- 2022.7.22. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니, 제주부영호탤앤리조트에 문의 후 방문 바랍니다.
- 장애인 객실 있습니다.
- 호텔 내 편의점 접근로는 계단입니다. 휠체어 사용자의 접근이 불가합니다. 
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 서귀포시 중문관광로 222 부영호텔,064-731-5500,체크인 15:00  체크아웃 12:00,https://easyjeju.net/data/cheditor4/2306/20230608133547_gfprhhkr.jpg,https://easyjeju.net/data/cheditor4/2306/20230608133547_gfprhhkr.jpg,33.24255059,126.4232051,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,,,,,,,,,3,1,1,1,1,1,5,상,제주부영호텔
1308,"- 2022. 06. 24. 조사된 접근성 정보입니다.
- 이후 접근성 정보가 변경되었을 수 있으니, 방문 전 제니아관광호텔에 문의 바랍니다.
- 장애인 객실이 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 은남1길 25 제니아관광호텔,064-797-9000,체크인 16:00 체크아웃 11:00,https://easyjeju.net/data/cheditor4/2303/20230317103256_pulihpxq.jpg,https://easyjeju.net/data/cheditor4/2303/20230317103256_pulihpxq.jpg,33.48909001,126.4930875,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,,,,,,,,,3,1,1,1,1,1,5,상,제니아관광호텔
1303,"- 2022. 07. 13. 조사된 접근성 정보입니다.
- 접근성 정보가 변경되었을 수 있으니, 방문 전 메종글래드 제주에 문의 후 방문바랍니다.
- 장애인 객실이 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 노연로 80 메종글래드 제주,064-747-5000,체크인 15:00 체크아웃 12:00,https://easyjeju.net/data/cheditor4/2303/20230315090717_uvafnxmr.jpg,https://easyjeju.net/data/cheditor4/2303/20230315090717_uvafnxmr.jpg,33.48560332,126.4889053,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,수유실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,수유실,,,,,,,,3,1,1,1,1,1,5,상,메종글래드 제주
1301,"- 2022. 04. 18. 조사된 접근성 정보입니다.
- 접근성 정보가 변경되었을 수가 있으니 방문 전 해비치호텔앤드리조트에 문의 후 방문바랍니다.
- 장애인 객실이 있습니다.
- 시각장애인 안내견 출입 가능합니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 서귀포시 표선면 민속해안로 537,064-780-8100,체크인 15:00  체크아웃 12:00,"https://easyjeju.net/data/cheditor4/2303/20230306103523_nircmkue.jpg,https://easyjeju.net/data/cheditor4/2303/20230306103546_uqmkowym.jpg",https://easyjeju.net/data/cheditor4/2303/20230306103523_nircmkue.jpg,33.32259896,126.8439776,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,안내견 출입 가능",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,안내견 출입 가능,,,,,,,,3,1,1,1,1,1,5,상,해비치리조트
1300,"- 2022. 04. 18. 조사된 접근성 정보입니다.
- 접근성 정보가 변경되었을 수 있으니, 방문 전 해비치호텔앤드리조트에 문의 후 방문 바랍니다.
- 장애인 객실이 있습니다.
- 내부 보행로(장애인 객실 접근로)에 약 8도의 경사가 있습니다.
- 시각장애인 안내견 출입가능합니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 서귀포시 표선면 민속해안로 537,064-780-8212,체크인 15:00  체크아웃 12:00,"https://easyjeju.net/data/cheditor4/2303/20230306095653_atmyyhmx.jpg,https://easyjeju.net/data/cheditor4/2303/20230306095732_sffsveeb.jpg",https://easyjeju.net/data/cheditor4/2303/20230306095653_atmyyhmx.jpg,33.32259896,126.8439776,"도움필요 (중),경사로 (중),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,안내견 출입 가능",accommodation,도움필요 (중),경사로 (중),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,안내견 출입 가능,,,,,,,1,0.333333,1,1,1,1,4.333333,상,해비치호텔
1299,"* 2022. 07. 18. 조사된 접근성 정보입니다.
* 접근성 정보가 변경되었을 수가 있으니 방문 전 호텔스카이파크 제주1호점에 문의 후 방문바랍니다.",제주특별자치도 제주시 삼무로 48,064-797-0000,* 체크인 : 15:00  * 체크아웃 : 12:00,https://easyjeju.net/data/cheditor4/2303/20230302105817_pghxdmml.jpg,https://easyjeju.net/data/cheditor4/2303/20230302105817_pghxdmml.jpg,33.48948465,126.4917916,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,점자블록",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,점자블록,,,,,,,,3,1,1,1,1,1,5,상,호텔 스카이파크 제주1호점
1282,"- 2022. 06. 22. 조사된 접근성 정보입니다.
- 접근성 정보가 변경되었을 수 있으니, 방문 전 심스호텔에 문의 바랍니다.
- 장애인 객실 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 임항로 249 다이아나호텔,064-750-8988,체크인 15:00  체크아웃 11:00,"https://easyjeju.net/data/cheditor4/2302/20230208142848_ufebqvif.jpeg,https://easyjeju.net/data/cheditor4/2302/20230208142858_gmdrkwmh.jpg",https://easyjeju.net/data/cheditor4/2302/20230208142848_ufebqvif.jpeg,33.51779617,126.5395415,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,,,,,,,,,3,1,1,1,1,1,5,상,심스호텔
1017,"- 2020.9. 조사된 접근성 정보입니다.
- 이후 접근성 정보가 변경될 수 있으니 베스트힐펜션&글램핑에 문의 후 방문 바랍니다.
- 장애인 전용 주차구역, 장애인 화장실 없습니다.
- 장애인 객실 없습니다. 펜션, 글램핑장 등 모든 출입구에 단차가 있습니다. 
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 조천읍 남조로 2109-38,010-7272-1888,입실 15:00  퇴실 11:00,"https://easyjeju.net/data/cheditor4/2107/20210716115400_oqrqblrt.jpg,https://easyjeju.net/data/cheditor4/2107/20210716115411_fbgpcndn.jpg",https://easyjeju.net/data/cheditor4/2107/20210716115400_oqrqblrt.jpg,33.45400691,126.6576611,"도움필요 (상),단차 (상),주차장",accommodation,도움필요 (상),단차 (상),주차장,,,,,,,,,,,,,,0,0,0,0,0,0,0,하,제주베스트힐 펜션&글램핑
841,"- 2022.7.22. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니 헤이서귀포에 문의 후 방문 바랍니다.
- 장애인 객실 없습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 서귀포시 태평로 363 (서귀동 820-1),064-763-0025,체크인 14:00  체크아웃 11:00,https://easyjeju.net/data/cheditor4/2306/20230612135114_gezewbhl.jpg,https://easyjeju.net/data/cheditor4/2306/20230612135114_gezewbhl.jpg,33.24651417,126.5599892,"도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기",accommodation,도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,,,,,,,,,,2,0.666667,1,1,1,1,4.666667,상,"헤이, 서귀포"
836,"- 2022.7.16. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니 스테이인성산에 문의 후 방문 바랍니다.
- 장애인 객실 없습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.
",제주특별자치도 서귀포시 성산읍 신고로 11 (고성리 496-2),064-783-8877,체크인 14:00 체크아웃 11:00,https://easyjeju.net/data/cheditor4/2306/20230612151920_ommsetqf.jpg,https://easyjeju.net/data/cheditor4/2306/20230612151920_ommsetqf.jpg,33.4378612,126.9156981,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,,,,,,,,,,3,1,1,1,1,1,5,상,스테이인성산호텔
834,"- 2019.9.30. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니 메이더호텔에 문의 후 방문 바랍니다.
- 장애인 객실 없습니다. 객실 출입구 단차 약 10cm입니다. 
- 세미나실 출입구 접근로 계단입니다. 휠체어 사용자의 접근이 불가합니다. 
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 구좌읍 일주동로 1626 (동복리 1652-2),064-766-8888,체크인 15:00  / 체크아웃 11:00,"https://easyjeju.net/data/cheditor4/2306/20230612154210_nelvefhp.jpg,https://easyjeju.net/data/cheditor4/2306/20230612154206_nwryihnh.jpg",https://easyjeju.net/data/cheditor4/2306/20230612154210_nelvefhp.jpg,33.55196189,126.7066548,"도움필요 (중),단차 (중),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치",accommodation,도움필요 (중),단차 (중),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,,,,,,,,,1,0.333333,1,1,1,1,4.333333,상,메이더호텔
833,"- 2022. 09. 조사된 접근성 정보입니다.
- 접근성 정보가 변경되었을 수 있으니, 방문 전 호텔난타에 문의 바랍니다.
- 장애인 객실 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 선돌목동길 56-26,064-727-0602,체크인 14:00  체크아웃 11:00,"https://easyjeju.net/data/cheditor4/2302/20230209095945_lwnakepi.jpg,https://easyjeju.net/data/cheditor4/2302/20230209100013_hcsszkgy.jpeg",https://easyjeju.net/data/cheditor4/2302/20230209095945_lwnakepi.jpg,33.44582735,126.5479104,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실",accommodation,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,장애인 객실,,,,,,,,,3,1,1,1,1,1,5,상,호텔난타
832,"- 2019.9.4. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니 골든파크호텔에 문의 후 방문 바랍니다.
- 호텔 주출입구 계단입니다. 휠체어 사용자의 접근이 어렵습니다. 
- 장애인 객실 없습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.
",제주특별자치도 제주시 서광로2길 9 (오라1동 2442-5),064-752-5820,체크인 15:00 체크아웃 11:00,"https://easyjeju.net/data/cheditor4/2306/20230612160103_soqezfye.jpg,https://easyjeju.net/data/cheditor4/2306/20230612160106_betgggoa.jpg",https://easyjeju.net/data/cheditor4/2306/20230612160103_soqezfye.jpg,33.49923687,126.5129787,"도움필요 (상),단차 (상),장애인 화장실,승강기",accommodation,도움필요 (상),단차 (상),장애인 화장실,승강기,,,,,,,,,,,,,0,0,1,1,0,0,2,중,골든파크호텔
831,"- 2022.7.13. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니 레슬리호텔에 문의 후 방문 바랍니다.
- 장애인 객실 없습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 광평길 3 (노형동 2488-1),064-713-6800,체크인 15:00 체크아웃 11:00,https://easyjeju.net/data/cheditor4/2306/20230612162545_uhfudzxn.jpg,https://easyjeju.net/data/cheditor4/2306/20230612162545_uhfudzxn.jpg,33.48109086,126.4706491,"도움필요 (하),단차 (하),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기",accommodation,도움필요 (하),단차 (하),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,,,,,,,,,,2,0.666667,1,1,1,1,4.666667,상,레슬리호텔
830,"- 2022.7.13. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니 엠버시티호텔에 문의 후 방문 바랍니다.
- 장애인 객실 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.

",제주특별자치도 제주시  노연로 13 (노형동 912-3),체크인 14:00  체크아웃 12:00,엠버시티호텔에 문의 바랍니다.,https://easyjeju.net/data/cheditor4/2306/20230612173627_muknofdt.jpg,https://easyjeju.net/data/cheditor4/2306/20230612173627_muknofdt.jpg,33.48631475,126.4816704,"도움필요 (중),단차 (중),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,장애인 객실",accommodation,도움필요 (중),단차 (중),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,장애인 객실,,,,,,,,,1,0.333333,1,1,1,1,4.333333,상,엠버시티호텔
828,"- 2022.7.16. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니 블루마운틴호텔에 문의 후 방문 바랍니다.
- 장애인 객실 없습니다.
- 스카이라운지 접근로 계단입니다. 휠체어 사용자의 접근이 불가합니다. 
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 서귀포시 성산읍 일출로 297 블루마운틴관광호텔 (성산리 196-5),064-731-8888,체크인 15:00 체크아웃 11:00,https://easyjeju.net/data/cheditor4/2306/20230612175057_iaascnvp.jpg,https://easyjeju.net/data/cheditor4/2306/20230612175057_iaascnvp.jpg,33.46369813,126.9343367,"도움필요 (중),단차 (중),장애인 화장실",accommodation,도움필요 (중),단차 (중),장애인 화장실,,,,,,,,,,,,,,1,0.333333,0,1,0,0,1.333333,중,블루마운틴 호텔
827,"- 2019.7.4. 조사된 접근성 정보입니다.
- 접근성 정보가 변경될 수 있으니 썬라이즈호텔 섭지코지점에 문의 후 방문 바랍니다.
- 장애인 객실 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 서귀포시 성산읍 신양로 83 (고성리 510-6),064-763-2299,체크인 15:00 체크아웃 11:00,https://easyjeju.net/data/cheditor4/2306/20230612175501_syctwdtt.jpg,https://easyjeju.net/data/cheditor4/2306/20230612175501_syctwdtt.jpg,33.43665415,126.9183043,"단독접근가능,주차장,매표소 접근 가능,승강기,장애인 객실",accommodation,단독접근가능,주차장,매표소 접근 가능,승강기,장애인 객실,,,,,,,,,,,,3,1,1,0,0,0,2,중,썬라이즈호텔 섭지코지점
